GPO,IDN,FA #,FA Name,Franchise,Product Line,Manufacturer,Item #,Item Description,Month,Quarter,Year,Usage,Collected,Accepted,DNR,Available,Purchased,Cancelled
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CR3425CT,Reusable Carto Ablation Cable,December,Q4,2018,0,5,4,0,6,3,3
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CR3434CT,Reusable Carto Ablation Cable,December,Q4,2018,0,5,5,0,6,4,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CY1212CT,Reuseable Carto 3 Cable,December,Q4,2018,0,8,8,0,16,4,12
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D134401,BW CARTO 3 System eco,December,Q4,2018,0,5,5,0,6,3,3
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D135304,CS Uni-Directional w Auto ID,December,Q4,2018,0,8,5,0,18,6,12
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D6DR005CT,BW Steerable with Auto ID,December,Q4,2018,0,5,5,0,16,3,13
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,F6QA005CT,BW Fixed Curve with Auto ID,December,Q4,2018,0,8,8,0,15,5,10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Medtronic,2ACHC,Achieve Cable,December,Q4,2018,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-542-000,Formula Resector Cutter,December,Q4,2018,0,0,0,0,0,10,-10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,December,Q4,2018,0,0,0,0,0,10,-10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,December,Q4,2018,0,0,0,0,0,20,-20
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-000,Formula Barrel Bur,December,Q4,2018,0,0,0,0,0,20,-20
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-951-000,Formula Aggressive Barrel Bur,December,Q4,2018,0,0,0,0,0,10,-10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,December,Q4,2018,0,0,0,0,0,10,-10
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,2,2,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,42,42,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,December,Q4,2018,0,12,12,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,1,1,1,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,Welch Allyn,SOFT-11,Flexiport Raw Cuff,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,December,Q4,2018,0,9,9,0,40,0,40
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,December,Q4,2018,0,15.5,15,0,70,0,70
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,December,Q4,2018,0,5.5,5.5,0,40,0,40
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520L,Vaso Press Foot Garment,December,Q4,2018,0,0,0,0,10,0,10
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Fall Alarms,Stanley Healthcare,73000,Bed-Check Sensormat - Chair,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Fall Alarms,Stanley Healthcare,74000,Bed-Check Sensormat - Bed,December,Q4,2018,0,6,6,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Arthroscopic Shavers / Burs,Stryker,375-532-000,Formula Resector Cutter,December,Q4,2018,0,0,0,0,0,5,-5
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,December,Q4,2018,0,0,0,0,0,5,-5
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,December,Q4,2018,0,3,3,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,December,Q4,2018,0,4,4,0,18,0,18
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,December,Q4,2018,0,0,0,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,December,Q4,2018,0,8,8,0,30,0,30
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,D12LT,Xcel Dilating Tip Trocar,December,Q4,2018,0,2,2,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,D5LT,Xcel Dilating Tip Trocar,December,Q4,2018,0,2,2,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5DCS,Endopath Curved Scissors,December,Q4,2018,0,4,4,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5DSG,Endopath Grasper,December,Q4,2018,0,1,1,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-034-135,Color Cuff,December,Q4,2018,0,2,2,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-218-135,Color Cuff,December,Q4,2018,0,9,9,0,10,0,10
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,December,Q4,2018,2,2,0,0,12,0,12
Vizient,SCL Health,189476,St James Health Care,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,2,2,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,December,Q4,2018,0,4.5,4.5,0,40,0,40
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501M,Vaso Press Calf Garment,December,Q4,2018,0,1.5,1.5,0,10,0,10
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,December,Q4,2018,0,21.5,20.5,0,150,0,150
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,December,Q4,2018,0,18.5,18.5,0,90,0,90
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520L,Vaso Press Foot Garment,December,Q4,2018,0,3,3,0,10,0,10
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530LG,Vaso Press Thigh,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530MG,Vaso Press Thigh,December,Q4,2018,0,14,14,0,30,0,30
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B11LT,Xcel Bladeless Trocar,December,Q4,2018,2,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,December,Q4,2018,0,2,2,0,12,0,12
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,December,Q4,2018,4,3,3,0,18,0,18
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,December,Q4,2018,0,1,1,0,12,0,12
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,December,Q4,2018,4,2,2,0,18,0,18
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,December,Q4,2018,2,2,2,0,18,0,18
Vizient,SCL Health,189476,St James Health Care,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,December,Q4,2018,2,0,0,0,6,-1,7
Vizient,SCL Health,189476,St James Health Care,SUR,Suture Passers,CooperSurgical/Inlet Medical Inc.,CTI-512N,CloseSure Procedure Kit,December,Q4,2018,10,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-003,Tourniquet Cuff,December,Q4,2018,0,1,1,0,20,0,20
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-004,Tourniquet Cuff,December,Q4,2018,0,1,1,0,20,0,20
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-005,Tourniquet Cuff,December,Q4,2018,0,1,1,0,10,0,10
Vizient,SCL Health,189476,St James Health Care,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH23,Harmonic ACE +7 Shears,December,Q4,2018,2,2,2,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,122,122,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,1076,1076,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,December,Q4,2018,0,887,887,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,19,19,0,80,0,80
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P1-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,9,9,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P2-2A,Soft Blood Pressure Cuff,December,Q4,2018,0,72,72,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P2-2A-L,Soft Blood Pressure Cuff,December,Q4,2018,0,8,8,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-T1-2A,Soft Cuf 2-Tube DINACLICK,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,Welch Allyn,SOFT-11,Flexiport Raw Cuff,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501L,Vaso Press Calf Garment,December,Q4,2018,0,5,5,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,December,Q4,2018,0,81.5,80,0,200,0,200
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,December,Q4,2018,0,197,193,193,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,December,Q4,2018,0,80.5,80.5,0,190,0,190
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530L,Vaso Press Thigh Garment,December,Q4,2018,0,0,0,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530LG,Vaso Press Thigh,December,Q4,2018,0,51.5,50,0,50,0,50
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530MG,Vaso Press Thigh,December,Q4,2018,0,214.5,214.5,215,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Electrode Leads and Cables,Covidien,33134,Disposable 6 Lead,December,Q4,2018,0,2,2,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Electrode Leads and Cables,Philips Healthcare,9.89803E+11,5-Lead Set Disposable,December,Q4,2018,0,63,56,0,0,160,-160
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Fall Alarms,Posey Company,8309EL,Chair Sensor Pad,December,Q4,2018,0,0,0,0,20,0,20
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Fall Alarms,Stanley Healthcare,73030,Chair Sensormat Pad,December,Q4,2018,0,35,35,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Fall Alarms,Stanley Healthcare,74030,Bed Sensormat Pad,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,HoverMatt,HoverTech International,HM39SPU-B,HoverMatt,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,December,Q4,2018,0,511,493,0,420,0,420
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2319,Infant O2 Transducer,December,Q4,2018,0,5,5,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,December,Q4,2018,0,262,262,0,200,0,200
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,December,Q4,2018,0,3,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,December,Q4,2018,0,2,2,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,1320-3042,Drill Bit QC,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,1806-4270S,Drill Bit QC,December,Q4,2018,0,0,0,0,2,0,2
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2108-105,Sagittal Saw Blade,December,Q4,2018,36,19,16,0,22,0,22
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2108-110,Sagittal Saw Blade,December,Q4,2018,8,4,3,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2108-182,Sagittal Saw Blade,December,Q4,2018,32,14,2,0,4,0,4
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2296-3-511,Micro Aggressive Saw Blade,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,4125-135-090,Dual Cut Sagittal,December,Q4,2018,1,1,0,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,4125-147-090,Dual Cut Sagittal,December,Q4,2018,1,1,0,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker Trauma,6118-127-100,Saw Blade,December,Q4,2018,6,37,3,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Synthes,310.35,Drill Bit QC,December,Q4,2018,0,1,1,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,December,Q4,2018,0,23,23,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,December,Q4,2018,0,47,47,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,December,Q4,2018,12,8,8,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,December,Q4,2018,0,47,47,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,December,Q4,2018,0,27,26,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ligasures,Covidien,LF1637,LigaSure Blunt Tip,December,Q4,2018,10,9,0,0,0,36,-36
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,December,Q4,2018,2,0,0,0,0,6,-6
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Suture Passers,CooperSurgical/Inlet Medical Inc.,CTI-512N,CloseSure Procedure Kit,December,Q4,2018,8,1,1,0,0,10,-10
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-018-135,Color Cuff,December,Q4,2018,18,14,12,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-024-135,Color Cuff,December,Q4,2018,4,2,2,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-034-135,Color Cuff,December,Q4,2018,56,30,25,0,30,40,-10
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-044-135,Color Cuff,December,Q4,2018,4,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,December,Q4,2018,3,4,0,0,12,6,6
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH23,Harmonic ACE +7 Shears,December,Q4,2018,14,11,0,0,12,24,-12
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,December,Q4,2018,31,27,0,0,72,36,36
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,Diagnostic Ultrasound Catheter,Biosense Webster,10043342,Ultrasound Catheter,December,Q4,2018,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,Diagnostic Ultrasound Catheter,Biosense Webster,10135910,Ultrasound Catheter,December,Q4,2018,0,2,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Biosense Webster,CR3434CT,Reusable Carto Ablation Cable,December,Q4,2018,0,3,3,0,5,0,5
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Biosense Webster,D134401,BW CARTO 3 System eco,December,Q4,2018,0,1,1,0,1,0,1
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Irvine Biomedical Inc.,81202,IBI Ten-Ten Duodecapolar,December,Q4,2018,0,2,2,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Irvine Biomedical Inc.,85930,IBI Inquiry,December,Q4,2018,0,3,3,0,4,0,4
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Irvine Biomedical Inc.,85931,IBI Inquiry,December,Q4,2018,1,3,3,0,9,0,9
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,Irvine Biomedical Inc.,85953,IBI Inquiry,December,Q4,2018,1,6,6,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401450,Daig Supreme Fixed Curve,December,Q4,2018,0,3,3,0,12,0,12
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401981,Supreme Extension Cable Blue,December,Q4,2018,1,2,2,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,401983,Supreme Extension Cable Red,December,Q4,2018,1,2,2,0,4,0,4
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,402569,Reusable Ablation Cable,December,Q4,2018,1,1,1,0,8,0,8
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,402578,Reusable Ablation Cable,December,Q4,2018,2,0,0,0,3,1,2
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,85641,Reusable Ablation Cable,December,Q4,2018,0,1,1,0,3,0,3
Vizient,SCL Health,196890,St Vincent Healthcare,VAS,EP Catheters & Cables,St Jude Medical,A-FASE-CBL4,Reusable Sensor Enabled,December,Q4,2018,0,2,2,0,3,0,3
Premier,Billings Clinic (MT),194062,Billings Clinic Surgery Center,SUR,Tourniquet Cuffs,Zimmer,60-7075-103,Tourniquet Cuff,December,Q4,2018,0,0,0,0,0,80,-80
Premier,Billings Clinic (MT),194062,Billings Clinic Surgery Center,SUR,Tourniquet Cuffs,Zimmer,60-7075-106,Tourniquet Cuff,December,Q4,2018,0,0,0,0,0,30,-30
Premier,Billings Clinic (MT),194062,Billings Clinic Surgery Center,SUR,Tourniquet Cuffs,Zimmer,60-7075-107,Tourniquet Cuff,December,Q4,2018,0,0,0,0,0,10,-10
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Compression Device - Pairs,Aircast Incorporated,3040,Venaflow Elite Calf Cuff,December,Q4,2018,0,323,310,0,880,0,880
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Electrode Leads and Cables,Covidien,33136T,Disposable 5 Lead,December,Q4,2018,0,207,207,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Electrode Leads and Cables,Covidien,33145T,Disposable Dual Connect,December,Q4,2018,0,211,211,0,600,0,600
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Fall Alarms,Posey Company,8283,Bed Over-Mattress Sensor Pad,December,Q4,2018,0,0,0,0,6,0,6
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Fall Alarms,Posey Company,8309EL,Chair Sensor Pad,December,Q4,2018,0,4,4,0,30,0,30
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,December,Q4,2018,0,2,2,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Pulse Oximeters,Masimo Corporation,1862,Adult O2 Transducer,December,Q4,2018,0,1,1,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Pulse Oximeters,Masimo Corporation,2319,Infant O2 Transducer,December,Q4,2018,0,1,1,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,December,Q4,2018,0,1,1,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,December,Q4,2018,0,368,345,0,288,288,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,December,Q4,2018,0,427,387,0,336,144,192
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-P,Pediatric Pulse Oximeter,December,Q4,2018,0,35,35,0,96,48,48
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Arthroscopic Shavers / Burs,Dyonics,7205345,Incisor Plus,December,Q4,2018,0,3,3,3,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Arthroscopic Shavers / Burs,Dyonics,7205727,Helicut,December,Q4,2018,0,3,0,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,December,Q4,2018,0,3,2,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-565-000,Formula Tomcat Cutter,December,Q4,2018,0,1,1,1,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,December,Q4,2018,0,14,14,14,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,December,Q4,2018,0,17,17,0,0,0,0
Premier,Billings Clinic (MT),197251,Billings Clinic Hospital,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,December,Q4,2018,0,6,6,0,0,0,0
